
Ælfgar|Ælfheah|Ælfnoð|Ælfræd|Ælfric|Ælfsige|Ælfstan|Ælfweard|Ælfwig|Ælfwine|Ælred|Æsc|Æþelbeorht|Æðelberht|Æðelfrið|Æðelmær|Æthelnoð|Æðelræd|Æþelræd|Æthelred|Æðelric|Æthelric|Æðelstan|Æthelstan|Æthelweard|Æðelwine|Æthelwine|Bada|Beorhtric|Beorhtsige|Beornræd|Ceadda|Cenhelm|Cenric|Ceolmund|Cerdic|Cola|Cuthberht|Cynebald|Cynefrith|Cynefrið|Cyneheard|Cynemær|Cyneric|Cynesige|Cyneweard|Deorwine|Dudda|Dunstan|Eadberht|Eadgar|Eadmund|Eadric|Eadweard|Eadwig|Eadwine|Eadwulf|Ealdræd|Ealdwine|Ealhhere|Ealhstan|Eardwulf|Eastmund|Ecgberht|Eoforwine|Glædwine|Godric|Godwine|Heard|Hereward|Hereweald|Hildræd|Hroðgar|Hrothgar|Hroðulf|Hrothulf|Leofdæg|Leofric|Leofsige|Leofstan|Leofwine|Osbeorn|Osberht|Osgar|Osmund|Oswald|Oswine|Pæga|Sæwine|Sigeberht|Sigeweard|Swiðhun|Tata|Wealdmær|Wealhmær|Wemba|Wigberht|Wigheard|Wigmund|Wigstan|Wilfrith|Wilfrið|Wilheard|Wilmǣr|Wine|Winfrith|Winfrið|Wulfnoð|Wulfric|Wulfsige|Wulfstan|Wynnstan
Æbbe|Ælfflæd|Ælfgifu|Ælfswiþ|Ælfþryð|Ælfthryth|Æðelflæd|Æthelflæd|Æðelind|Æðelþryð|Æthelthryth|Cyneburg|Cyneburga|Eadburg|Eadburga|Eadgyð|Ealdgyð|Eoforhild|Friðuswiþ|Godgifu|Godiva|Hild|Hilda|Leofflæd|Mildburg|Mildgyð|Mildþryð|Sunngifu|Wassa|Wilburg|Wilburh
